Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
DLFM07_02514|01B-000_PEN_2|gene-1|-|40-930|complete	cblA	CblA family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	297	296	100.00	96.62	296	WP_005827792.1	CblA family class A beta-lactamase	NF033098.1	CblA family class A beta-lactamase
DLFM07_02578|01B-000_AMX_18|gene-2|-|1243-2133|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM07_02589|01B-000_AMX_03|gene-7|-|3268-4401|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	98.14	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM07_02596|01A-006_TET_4|gene-1|+|789-2708|complete	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	100.00	99.53	639	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
DLFM07_02607|01A-006_GEN_2|gene-2|-|106-849|complete	rmtD	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	BLASTP	248	247	100.00	97.98	247	WP_063866469.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtD2	NF000007.1	RmtD family 16S rRNA (guanine(1405)-N(7))-methyltransferase
DLFM07_02609|01A-006_CHL_5|gene-1|-|26-649|complete	catA	type A chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	208	NA	NA	NA	NA	NA	NA	NF000491.1	type A chloramphenicol O-acetyltransferase
DLFM07_02619|01A-006_AMX_08|gene-3|-|818-1456|complete	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	213	286	69.93	100.00	200	WP_000027060.1	class A beta-lactamase TEM-181	NF000531.2	TEM family class A beta-lactamase
DLFM07_02623|01A-000_TGC_1|gene-2|-|775-1941|complete	tet(X)	tetracycline-inactivating monooxygenase Tet(X)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	389	388	100.00	96.91	388	WP_008651082.1	tetracycline-inactivating monooxygenase Tet(X)	NF033111.2	tetracycline-inactivating monooxygenase Tet(X)
DLFM07_02628|01A-000_TET_5|gene-1|+|46-1236|complete	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTP	397	396	100.00	100.00	396	WP_001297013.1	tetracycline efflux MFS transporter Tet(C)	NF012191.0	tetracycline efflux MFS transporter Tet(C)
DLFM07_02631|01A-000_TET_2|gene-2|-|351-2270|complete	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	100.00	99.84	639	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
DLFM07_02633|01A-000_TET_14|gene-4|+|3136-3774|complete	tet(X)	tetracycline-inactivating monooxygenase Tet(X)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	PARTIALP	213	385	56.62	92.20	218	WP_094309310.1	tetracycline-inactivating monooxygenase Tet(X)	NF033111.2	tetracycline-inactivating monooxygenase Tet(X)
DLFM07_02636|01A-000_TET_11|gene-2|-|358-2277|complete	tet(O)	tetracycline resistance ribosomal protection protein Tet(O)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	100.00	99.69	639	WP_012669445.1	tetracycline resistance ribosomal protection protein Tet(O)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
DLFM07_02637|01A-000_TET_10|gene-2|-|682-1881|complete	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	400	399	100.00	99.75	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NF012193.0	tetracycline efflux MFS transporter Tet(A)
DLFM07_02639|01A-000_PEN_8|gene-7|-|2542-3675|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	98.14	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM07_02657|01A-000_GEN_4|gene-2|+|1138-1998|complete	aac(3)-II	AAC(3)-II family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	BLASTP	287	286	100.00	99.30	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NF033080.0	AAC(3)-II family aminoglycoside N-acetyltransferase
DLFM07_02661|01A-000_CAZ_9|gene-2|-|216-1121|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	302	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM07_02662|01A-000_CAZ_8|gene-2|+|247-1392|complete	blaCMY	CMY-2 family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.74	381	WP_063859836.1	class C beta-lactamase CMY-34	NF000191.1	CMY-2 family class C beta-lactamase
DLFM07_02701|01A-000-2_AMX_9|gene-2|-|316-1206|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	297	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM07_02708|01A-000-2_AMX_2|gene-7|-|2345-3478|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	97.88	377	WP_001336292.1	BlaEC family class C beta-lactamase	NF000185.2	BlaEC family class C beta-lactamase
DLFM07_02737|01A-000_AMX_017|gene-6|-|1672-2805|complete	blaEC	BlaEC family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	378	377	100.00	97.88	377	WP_063610930.1	class C extended-spectrum beta-lactamase EC-15	NF000185.2	BlaEC family class C beta-lactamase
DLFM07_02739|01A-000_AMX_015|gene-1|+|83-931|complete	aac(3)-II	AAC(3)-II family aminoglycoside N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	BLASTP	283	286	100.00	98.25	286	WP_000557454.1	aminoglycoside N-acetyltransferase AAC(3)-IId	NF033080.0	AAC(3)-II family aminoglycoside N-acetyltransferase
DLFM07_02753|OUT-B_TET_1|gene-2|-|397-1572|complete	tet(G)	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	392	391	100.00	96.16	391	WP_063856077.1	tetracycline efflux MFS transporter Tet(G)	NF012192.0	tetracycline efflux MFS transporter Tet(G)
DLFM07_02765|OUT-A_TET_16|gene-2|+|562-1737|complete	tet(G)	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	392	391	100.00	96.16	391	WP_001257840.1	tetracycline efflux MFS transporter Tet(G)	NF012192.0	tetracycline efflux MFS transporter Tet(G)
DLFM07_02773|OUT-B_PIP_8|gene-2|+|856-1818|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	321	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02781|OUT-B_PIP_1|gene-2|+|330-1283|complete	blaOXA	OXA-2 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	318	275	100.00	98.91	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NF000267.2	OXA-2 family class D beta-lactamase
DLFM07_02781|OUT-B_PIP_1|gene-3|+|1419-1766|complete	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	BLASTP	116	115	100.00	97.39	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NF000276.2	quaternary ammonium compound efflux SMR transporter QacE
DLFM07_02782|OUT-B_PIP_19|gene-2|+|1229-2059|complete	blaOXA	OXA-1 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	277	276	100.00	99.64	276	WP_032491311.1	OXA-1 family oxacillin-hydrolyzing class D beta-lactamase OXA-4	NF000388.2	OXA-1 family class D beta-lactamase
DLFM07_02786|OUT-B_PIP_15|gene-1|-|141-1016|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02795|OUT-A_PIP_6|gene-1|+|251-1126|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02797|OUT-A_PIP_4|gene-2|+|107-994|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	296	293	100.00	100.00	293	WP_011270171.1	class A beta-lactamase	NF033103.1	class A beta-lactamase
DLFM07_02802|OUT-A_PIP_15|gene-2|+|168-1103|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	312	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02803|OUT-A_PIP_14|gene-3|-|533-1360|complete	blaOXA	OXA-2 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	276	275	100.00	98.91	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NF000267.2	OXA-2 family class D beta-lactamase
DLFM07_02804|OUT-A_PIP_13|gene-2|-|232-1095|complete	blaGES	carbapenem-hydrolyzing class A beta-lactamase GES-5	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	288	287	100.00	100.00	287	WP_012658785.1	carbapenem-hydrolyzing class A beta-lactamase GES-5	NF012103.0	GES family class A beta-lactamase
DLFM07_02805|OUT-A_PIP_12|gene-1|-|40-840|complete	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	267	266	100.00	99.62	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NF000386.2	OXA-10 family class D beta-lactamase
DLFM07_02807|OUT-A_PIP_10|gene-4|-|934-1728|complete	blaOXA	OXA-12 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	265	264	99.24	95.80	262	WP_011707905.1	OXA-12 family class D beta-lactamase AmpS/OXA-725	NF033702.0	OXA-12 family class D beta-lactamase
DLFM07_02808|OUT-B_PEN_4|gene-2|-|1173-1988|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	272	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_02817|OUT-B_GEN_6|gene-2|+|517-1359|complete	aac(3)	aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	281	NA	NA	NA	NA	NA	NA	NF033082.0	aminoglycoside 3-N-acetyltransferase
DLFM07_02822|OUT-B_GEN_1|gene-4|-|1767-2486|complete	aac(3)	aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	240	NA	NA	NA	NA	NA	NA	NF033082.0	aminoglycoside 3-N-acetyltransferase
DLFM07_02826|OUT-A_GEN_1|gene-2|-|1031-1873|complete	aac(3)	aminoglycoside 3-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	HMM	281	NA	NA	NA	NA	NA	NA	NF033082.0	aminoglycoside 3-N-acetyltransferase
DLFM07_02828|OUT-B_CAZ_8|gene-2|-|536-1402|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02833|OUT-B_CAZ_3|gene-2|-|807-1727|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	307	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM07_02835|OUT-B_CAZ_1|gene-1|-|778-1809|complete	ampC	class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	344	NA	NA	NA	NA	NA	NA	NF033085.1	class C beta-lactamase
DLFM07_02836|OUT-B_CAZ_10|gene-3|-|1386-2039|complete	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	HMM	218	NA	NA	NA	NA	NA	NA	NF000490.1	type B chloramphenicol O-acetyltransferase
DLFM07_02837|OUT-A_CAZ_9|gene-2|-|399-1172|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	258	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_02840|OUT-A_CAZ_6|gene-3|+|1408-2328|complete	bla	class A beta-lactamase, subclass A2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	307	NA	NA	NA	NA	NA	NA	NF012099.1	class A beta-lactamase, subclass A2
DLFM07_02841|OUT-A_CAZ_5|gene-2|+|942-1808|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	289	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_02846|OUT-A_CAZ_14|gene-1|-|11-820|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	270	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_02847|OUT-A_CAZ_13|gene-3|-|1567-2520|complete	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	318	275	100.00	100.00	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NF000267.2	OXA-2 family class D beta-lactamase
DLFM07_03039|OUT-B_CHL_6|gene-2|+|413-1627|complete	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTP	405	404	100.00	90.35	404	WP_014386424.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NF000219.1	chloramphenicol/florfenicol efflux MFS transporter FloR
DLFM07_03041|OUT-B_CHL_4|gene-1|+|150-1409|complete	cmlA1	chloramphenicol efflux MFS transporter CmlA1	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTP	420	419	100.00	100.00	419	WP_001256776.1	chloramphenicol efflux MFS transporter CmlA1	NF000509.1	CmlA family chloramphenicol efflux MFS transporter
DLFM07_03050|OUT-A_CHL_1|gene-2|+|670-1884|complete	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTP	405	404	100.00	91.09	404	WP_014386424.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NF000219.1	chloramphenicol/florfenicol efflux MFS transporter FloR
DLFM07_03052|OUT-B_AMX_8|gene-1|-|10-885|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_03056|OUT-B_AMX_4|gene-2|+|439-1221|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	261	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_03064|OUT-A_AMX_9|gene-2|-|197-973|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	259	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_03066|OUT-A_AMX_7|gene-1|-|99-926|complete	blaOXA	OXA-2 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	276	275	100.00	99.64	275	WP_001007673.1	oxacillin-hydrolyzing class D beta-lactamase OXA-2	NF000267.2	OXA-2 family class D beta-lactamase
DLFM07_03069|OUT-A_AMX_4|gene-2|-|282-1157|complete	bla	class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	292	NA	NA	NA	NA	NA	NA	NF033103.1	class A beta-lactamase
DLFM07_03074|IN-B_TGC_9|gene-2|-|654-1814|complete	tet(X)	tetracycline-inactivating monooxygenase Tet(X)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	387	388	99.48	99.48	386	WP_008651082.1	tetracycline-inactivating monooxygenase Tet(X)	NF033111.2	tetracycline-inactivating monooxygenase Tet(X)
DLFM07_03075|IN-B_TGC_8|gene-2|-|1091-1723|complete	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	BLASTP	211	210	100.00	99.05	210	WP_000800689.1	type B-2 chloramphenicol O-acetyltransferase CatB11	NF000490.1	type B chloramphenicol O-acetyltransferase
DLFM07_03076|IN-B_TGC_7|gene-3|-|1545-2744|complete	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	400	399	100.00	99.50	399	WP_063855982.1	tetracycline efflux MFS transporter Tet(A)	NF012193.0	tetracycline efflux MFS transporter Tet(A)
DLFM07_03084|IN-B_TGC_15|gene-2|-|1826-3043|complete	tet(E)	tetracycline efflux MFS transporter Tet(E)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	406	405	100.00	99.75	405	WP_011899270.1	tetracycline efflux MFS transporter Tet(E)	NF012187.0	tetracycline efflux MFS transporter Tet(E)
DLFM07_03091|IN-B_TET_8|gene-2|+|1217-2404|complete	tet(39)	tetracycline efflux MFS transporter Tet(39)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	396	395	100.00	99.75	395	WP_004856455.1	tetracycline efflux MFS transporter Tet(39)	NF012174.0	Tet(A)/Tet(B)/Tet(C) family tetracycline efflux MFS transporter
DLFM07_03098|IN-B_TET_22|gene-3|-|746-1936|complete	tet(C)	tetracycline efflux MFS transporter Tet(C)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	397	396	100.00	99.49	396	WP_000841446.1	tetracycline efflux MFS transporter Tet(C)	NF012191.0	tetracycline efflux MFS transporter Tet(C)
DLFM07_03102|IN-B_TET_19|gene-1|+|111-2030|complete	tet(W)	tetracycline resistance ribosomal protection protein Tet(W)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTP	640	639	100.00	99.84	639	WP_002586627.1	tetracycline resistance ribosomal protection protein Tet(W)	NF033148.1	TetM/TetW/TetO/TetS family tetracycline resistance ribosomal protection protein
DLFM07_03115|IN-B_PIP_7|gene-2|-|126-926|complete	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-10	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	267	266	100.00	100.00	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NF000386.2	OXA-10 family class D beta-lactamase
DLFM07_03117|IN-B_PIP_5|gene-1|+|238-1101|complete	blaGES	GES family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	288	287	100.00	98.61	287	WP_013250881.1	class A extended-spectrum beta-lactamase GES-1	NF012103.0	GES family class A beta-lactamase
DLFM07_03124|IN-B_PIP_24|gene-1|+|105-1010|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	302	309	100.00	92.56	309	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03139|IN-B_PIP_10|gene-2|+|968-1567|complete	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	BLASTP	200	184	100.00	99.46	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
DLFM07_03139|IN-B_PIP_10|gene-3|+|1653-2528|complete	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	292	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
DLFM07_03146|IN-A_PIP_3|gene-1|+|41-835|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	265	264	100.00	98.48	264	WP_049637206.1	class D beta-lactamase OXA-780	NF000270.1	class D beta-lactamase
DLFM07_03162|IN-A_PIP_20|gene-2|-|720-1520|complete	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	267	266	100.00	99.62	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NF000386.2	OXA-10 family class D beta-lactamase
DLFM07_03164|IN-A_PIP_19|gene-2|+|371-994|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	208	309	66.99	96.62	207	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03170|IN-A_PIP_13|gene-2|+|505-1368|complete	blaGES	GES family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	288	287	100.00	99.65	287	WP_012658785.1	carbapenem-hydrolyzing class A beta-lactamase GES-5	NF012103.0	GES family class A beta-lactamase
DLFM07_03174|IN-B_TZP_5|gene-1|-|185-1090|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	302	309	100.00	92.88	309	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03182|IN-A_TZP_4|gene-2|+|613-1518|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	302	309	100.00	92.56	309	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03187|IN-B_PEN_8|gene-2|+|778-1560|complete	blaOXA	class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	HMM	261	NA	NA	NA	NA	NA	NA	NF012161.0	class D beta-lactamase
DLFM07_03193|IN-B_PEN_2|gene-2|-|1084-1989|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	302	309	100.00	92.88	309	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03196|IN-B_PEN_11|gene-3|-|764-1471|complete	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	PARTIALP	236	263	66.16	100.00	174	WP_001209508.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	NF033126.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1
DLFM07_03196|IN-B_PEN_11|gene-4|-|1464-2264|complete	blaOXA	OXA-10 family class D beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTP	267	266	100.00	99.62	266	WP_000846390.1	oxacillin-hydrolyzing class D beta-lactamase OXA-10	NF000386.2	OXA-10 family class D beta-lactamase
DLFM07_03197|IN-B_PEN_10|gene-2|-|621-1436|complete	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTP	272	271	100.00	99.26	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NF000295.1	sulfonamide-resistant dihydropteroate synthase Sul2
DLFM07_03198|IN-A_PEN_3|gene-2|-|1067-1624|complete	blaTLA	TLA family class A extended-spectrum beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALP	186	309	59.87	97.30	185	WP_059512353.1	class A extended-spectrum beta-lactamase TLA-3	NF000298.2	TLA family class A extended-spectrum beta-lactamase
DLFM07_03199|IN-A_PEN_2|gene-3|+|1231-2106|complete	blaOXA	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	292	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NF000388.2	OXA-1 family class D beta-lactamase
